date,speaker,timestamp,text_by_minute,finbert_pos,finbert_neg,finbert_neu,finbert_sentiment,finbert_score,sentiment,confidence
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:00:00-05:00,"In my first speech as Vice Chair for Supervision in September, I said that the Federal Reserve Board would soon engage in a holistic review of capital standards. My argument, then and now, is that our review of regulatory policy must be a periodic feature of bank oversight. Banking and the financial system continuously evolve, and regulation must adapt to address emerging risks. Bank capital is strong, but in doing our review, we should and are being humble about our abilityaor that of bank managersato predict how a future financial crisis might unfold, how losses might be incurred, and what the effect might be on the financial system and our broader economy. That humility, that skepticism, will serve us well in crafting a capital framework that is enduring and effective. It will help",0.15511608,0.01784074,0.8270432,neutral,0.13727534,neutral,0.8169817328453064
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:01:00-05:00,"make sure that we do not lose the hard-fought gains in resilience over the past decade and that we prepare for the future.That review is still underway, and I have no firm conclusions to announce today. Rather, I thought it would be helpful at this early stage to offer my views on capital regulation and the role that capital standards play in helping to advance the safety and soundness of banks and the stability of the financial system.1By ""holistic,"" I mean not looking only at each of the individual parts of capital standards, but also at how those parts may interact with each otheraas well as other regulatory requirementsaand what their cumulative effect is on safety and soundness and risks to the financial system. This is not an easy task, because finance is",0.05743799,0.018942755,0.92361933,neutral,0.038495235,neutral,0.9035306572914124
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:02:00-05:00,"a complex system. And to make the task even harder, we are looking not only at how capital standards are working today, but also how they may work in the future, when conditions are different.As I mentioned, we are approaching the task with humilityanot with the illusion that there is an immutable capital framework to be discovered, but rather, with the awareness that revisions we conceive of today will reflect our current understanding and will inevitably require updating as our understanding evolves.Why Do Banks Have Capital? Let me start by explaining why banks have capital. Banks play a critical role in the economy by connecting those seeking to borrow with those seeking to save.2 A bank lends to its customers, including individuals and businesses, based on its assessment of the customer's creditworthiness. A",0.06885822,0.016812505,0.9143293,neutral,0.052045718,neutral,0.8817380666732788
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:03:00-05:00,"bank's depositors benefit from having bank accounts that allow them to easily make payments to others and to maintain a balance of money in a safe and liquid form. A healthy banking sector is central to a healthy economy.The nature of banking, however, along with the interconnectedness of the financial system, can pose vulnerabilities. Even if a bank is fundamentally sound, it can suddenly be threatened with failure if its customers lose confidence and withdraw deposits.3 This inherent vulnerability can pose risks to the entire economy.In the 19th and early 20th centuries, before the creation of the Federal Reserve and the Federal Deposit Insurance Corporation (FDIC), banking panics were frequent and costly to the economy.4 Based on this experienceaand similar experiences around the globeamany countries employ deposit insurance and other forms of a",0.028223049,0.5948468,0.3769302,negative,-0.56662375,negative,0.8796196579933167
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:04:00-05:00,"safety net to protect depositors and banks.5 But offering this protection, shielding depositors and banks from risk, can have the perverse effect of encouraging risk-taking, creating what is called ""moral hazard."" Supervision and regulationaincluding capital regulationaprovides a critical counterbalance, to ensure that banks, not the taxpayers, internalize the costs to society of that risk-taking.The impact of inadequate supervision and regulation was starkly revealed in the Global Financial Crisis, as banks and their functional substitutes in the nonbank sector borrowed too much to fund their operations.6 While nearly all were ""adequately capitalized"" in theory, many were undercapitalized in practice, since their capital levels did not reflect future losses that would severely weaken their capital positions. And banks lacked appropriate controls and systems to measure and manage their risks.That crisis also exposed the extent to",0.01774562,0.8619961,0.1202583,negative,-0.8442505,negative,0.5199625492095947
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:05:00-05:00,"which banks and broader financial system had become reliant on short-term wholesale funding and prone to destabilizing dynamics.7 The sudden shutdown of short-term wholesale funding posed severe liquidity challenges to large financial intermediaries, both banks and nonbanks, and caused significant dislocations in financial markets.8The cost to society was enormous, with widespread devastation to households and businesses. Even with an unprecedentedly large response by government, six million individuals and families lost their homes to foreclosure. The crisis brought on the worst and longest recession since the Great Depression. It took six years for employment to recover, during which long-term unemployment ran for long periods at a record high, and more than 10 million people fell into poverty. The crisis left scars on families and businesses that are evident even today, and it was in",0.01022569,0.9476304,0.042143952,negative,-0.9374047,negative,0.9556910991668701
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:06:00-05:00,"part driven by imprudent risk taking by banks and nonbank financial institutions. This experience prompted the United States and other jurisdictions to revisit how supervision and regulation, including capital regulation, could have better contained that risk in both the bank and nonbank sectors. That is why capital levels today are strong. While we have learned from and adapted to the lessons from the Global Financial Crisis, this experience underscores the need for humility and continued vigilance about the risks we may not fully appreciate today.What Bank Capital Is and Isn't Capital regulationarequiring a bank to operate with what is deemed to be an adequate level of equity based on its asset size and its risksais a useful tool to strengthen the incentives for banks to lend safely and prudently.First, I'll begin with what",0.2090088,0.012661919,0.77832925,neutral,0.19634688,positive,0.7919906377792358
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:07:00-05:00,"capital isaessentially shareholder equity in the bank. People sometimes use the shorthand of banks ""holding capital"" when speaking of capital requirements; however, it's helpful to remember that capital is not an asset to be held, reserves to be set aside, or money in a vault; rather, it is the way, along with debt, that banks fund loans and other assets. Without adequate capital, banks can't lend. Higher levels of capital mean that a bank's managers and shareholders have more ""skin in the game""aand have incentives to prudently manage their risksabecause they bear more of the risk of the bank's activities.Next, let me speak to how capital and debt work together to fund a firm's operations. In theory, companies should be indifferent to the mix of equity and debt they use to fund themselves,",0.042621527,0.03848974,0.91888875,neutral,0.0041317865,neutral,0.9132220149040222
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:08:00-05:00,"since the creditors of a safer firm will lend to it at lower rates and shareholders of a safer firm will accept a lower return on their investment.9 That may not fully hold for banks because insured depositors are made risk-insensitive through deposit insurance and other creditors may provide lower cost funding if they believe the government may bail out banks in distress.10 Forcing banks to fund more of their activities with equity, instead of debt, could raise the private costs of funding to the bank, and cause banks to pass those higher costs of credit to consumers. These considerations must be balanced against the public benefits of higher capital.Empirical research supports the social benefits of strong capital requirements at banks, particularly when economic conditions weaken. While poorly capitalized banks may be forced",0.31545088,0.19508186,0.4894673,neutral,0.12036902,negative,0.9232159852981567
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:09:00-05:00,"to shrink during bad times, better capitalized banks have the capacity to support the economy by continuing to lend to households and businesses through stressful conditions.11 And to the extent bank capital reduces the frequency or severity of financial crises, the public is much better off with strong capital.12Last, the highest standards should apply to the highest risk firms. Larger, more complex banks pose the greatest risk and impose greater costs on society when they fail. Higher capital requirements help to ensure that larger, more complex banks internalize this greater risk and counterbalance the greater costs to society by making these firms more resilient. Further, matching higher capital standards with higher risk appropriately limits the regulatory burden on smaller, less complex banks whose activities pose less risk to the financial system. This helps",0.31791022,0.017672367,0.6644174,neutral,0.30023786,neutral,0.8199954628944397
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:10:00-05:00,"to promote a diverse banking sector that provides consumers greater choice and access to banking services.Interactions with the Nonbank Sector Banks, of course, are part of a broader financial system. The share of credit intermediated outside of banks has grown considerably over the past 40 years. In fact, nonbank financial intermediaries, broadly defined, fund nearly 60 percent of the credit to the U.S. economy today as compared to approximately 30 percent in 1980.13 Nonbank financial firms include money market funds, the insurance sector, the government-sponsored enterprises (Fannie Mae, Freddie Mac, and the Federal Home Loan Bank system), hedge funds and other investment vehicles, and still other nonbank lenders.There are lots of reasons for these trends, including technological advancements, financial innovation, regulatory arbitrage, and quirks of history. Bank capital requirements, combined with the lack",0.14058334,0.014190422,0.8452263,neutral,0.12639292,neutral,0.7875581383705139
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:11:00-05:00,"of strong or sometimes any capital requirements in the nonbank sector, are part of that.14 We should monitor the migration of activities from banks to the nonbank sector carefully, but we shouldn't lower bank capital requirements in a race to the bottom. In times of stress, banks serve as central sources of strength to the economy, and they need capital to do so.We need to worry, a lot, about nonbank risks to financial stability. During the Global Financial Crisis, many nonbank financial firms had woefully inadequate capital and liquidity, engaged in high-risk activities, and were faced with devastating runs that crushed the financial system and caused enormous harm to households and businesses. The collapse of Bear Stearns and Lehman Brothers, the failure of Fannie Mae and Freddie Mac, the implosion of the insurance",0.024032643,0.7861118,0.18985552,negative,-0.7620791,neutral,0.48340559005737305
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:12:00-05:00,"conglomerate AIG, and many others, laid bare the weakness of nonbank intermediation, and the need to regulate risks outside the banking system.15 Many of those risks remain today. In far too many cases, nonbanks rely on funding sources that are prone to runs and do not maintain sufficient capital to internalize their risks to society.The answer, however, is not lower capital requirements for banks, but more attention to those very risks. Further, as stress in nonbank financial markets is often transmitted to the banking system, both directly and indirectly, it is critical that banks have enough capital to remain resilient to those stresses.Calibration of Bank Capital Requirements One of the threshold questions is how should we think about calibrating bank capital to a socially optimal level? There is not an easy answer to",0.060253456,0.08986787,0.8498787,neutral,-0.029614411,negative,0.512112557888031
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:13:00-05:00,"that question. In my mind, as I said at the outset, it starts with humility. Bank capital should be sufficient to enable the bank to absorb unexpected losses and continue operations through severely stressful but plausible events. Yet translating that principle into a quantum of capital involves an estimate of what future risks will emerge and what losses banks will suffer. I'm skeptical that regulatorsaor bank managersaknow the answers to these questions. Despite complex regulatory risk-weights, or simple leverage ratios, or the internal models used by banks, at bottom bank capital ought to be calibrated based on that humility, that skepticism. Capital provides a cushion against unexpected risks and unforeseen losses, those a humble and skeptical person might be careful to not try to predict with too much precision. Those a humble and",0.07618377,0.028638631,0.8951776,neutral,0.047545142,neutral,0.8615604043006897
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:14:00-05:00,"skeptical person might guard against.That is the spirit in which I am approaching the Fed's holistic review of capital standards. There is a body of empirical and theoretical research on optimal capital, which attempts to determine the level of capital that equalizes the marginal benefits of capital with the marginal costs. While the estimates vary widely, and are highly contingent on the assumptions made, the current U.S. requirements are toward the low end of the range described in most of the research literature.16 International comparisons also suggest strong capital requirements support banks and the U.S. economy. We have strong capital levels today, and generally higher bank capital requirements in the United States after the Dodd-Frank Act have corresponded with healthy economic growth and have supported the competitiveness of U.S. firms in the global",0.5839781,0.018811049,0.39721084,positive,0.56516707,neutral,0.8696027994155884
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:15:00-05:00,"economy.17Finally, some banks have asserted that the resilience of the banking system in the pandemic suggests that bank capital is already high enough. There were some positive signs from a Federal Reserve-conducted sensitivity analysis and subsequent stress test.18 Banks did their part and lent strongly, based on their strong capital positions and widespread government support. But we didn't get a real test of resilience because Congress, the President, and the Federal Reserve rightly stepped in with massive assistance to avert an economic disaster. Furthermore, I'd observe that the recent experience of the pandemic suggests that large, unexpected shocks can occur with little notice. Our inability to predict such events would argue for a higher overall capital level than one based solely on historical experience. So let me return to where I began on",0.43110302,0.05569167,0.5132053,neutral,0.37541136,positive,0.9225678443908691
2022-12-01,Vice Chair for Supervision Michael S. Barr,2022-12-01 10:16:00-05:00,"this topic: figuring out the right level of capital requires one to be humble and skeptical.Components of Bank Capital Requirements Let's turn to the design of capital requirements. U.S. capital rules contain many individual elements, including risk-based requirements, leverage standards, stress testing, and long-term debt requirements for the largest banks.The risk-based capital requirement is premised on the fact that a firm is likely to experience higher losses from its riskier activities; thus, sizing capital requirements based on risk will better estimate a firm's capital needs so that it internalizes the risks of its activities. The Basel III capital reforms, as implemented in the United States, aimed to address many of the shortcomings identified during the Global Financial Crisis. The international standards were developed to enhance the quantity and quality of regulatory capital, better",0.11401615,0.018151557,0.86783224,neutral,0.095864594,neutral,0.9235674738883972
