date,speaker,timestamp,text_by_minute,finbert_pos,finbert_neg,finbert_neu,finbert_sentiment,finbert_score,sentiment,confidence
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:00:00-05:00,"Thank you, Mike, for the introduction. It is a privilege for me to address fellow macroeconomic forecasters, and I thought an appropriate subject would be the challenge of forecasting during the pandemic.1 First, a few remarks about my outlook. Then I will discuss some lessons learned from the pandemicalessons about the economy's response to this unprecedented event relative to what forecasters, including myself, first thought.In light of November's job report, I believe the economy is closing in on maximum employment. Though job creation was lower than expected last month, the number indicated another solid increase in jobs. Accounting for retirees leaving the workforce, I estimate that employment is only about 1-1/2 million jobs below its February 2020 level, when monetary policy was less accommodative and unemployment was at a 50-year low and below",0.10356956,0.85509706,0.041333392,negative,-0.7515275,neutral,0.7243072986602783
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:01:00-05:00,"Federal Open Market Committee (FOMC) participants' estimates of the longer-run unemployment rate. The unemployment rate dropped to 4.2 percent in November, just a touch above the median of FOMC participants' longer-run level of 4 percent. The economy seems to be on track to grow at an annual rate of 6 to 7 percent this quarter and by nearly that much in the first quarter of 2022.Turning to inflation, it is alarmingly high, persistent, and has broadened to affect more categories of goods and services, compared with earlier this year. Wages are rising, and business contacts are reporting in the Fed's Beige Book that they are comfortable passing on increases in input costs to their customers. I have argued for some time that there are upside risks to inflation, and with inflation exceeding the",0.036244445,0.9269039,0.036851708,negative,-0.89065945,negative,0.9588647484779358
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:02:00-05:00,"FOMC's 2 percent target for some time now, I strongly supported the Committee's decision this week to speed up the pace of the tapering of asset purchases. This action gives us increased flexibility to adjust monetary policy as needed in 2022.Assuming this new pace of reductions in our monthly asset purchases continues, the FOMC will end purchases in March. The appropriate timing for the first increase in the policy rate, of course, will depend on the evolution of economic activity, something that I will be closely monitoring. But given my expectations for inflation and labor market conditions, I believe an increase in the target range for the federal funds rate will be warranted shortly after our asset purchases end.One big uncertainty about this outlook, of course, is the Omicron variant. We still don't",0.2730463,0.07844211,0.6485116,neutral,0.1946042,neutral,0.6624057292938232
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:03:00-05:00,"know how serious a public health threat it will be, so we don't know if it will slow the U.S. economy, as the Delta variant briefly did, or even possibly slow progress toward maximum employment. Cutting the other way, we also do not know if Omicron will exacerbate labor and goods supply shortages and add inflation pressure, derailing the moderation of inflation next year that is my baseline. Over the past couple of years, forecasters have gotten pretty used to sudden changes in the outlook, and my colleagues and I on the FOMC will adjust as needed.The Perils of Forecasting As I am speaking to the Forecasters Club of New York, I thought I would pontificate a bit on the nature of the forecasting business. Forecasting typically involves answering the following question: Given",0.05298333,0.4285274,0.51848924,neutral,-0.37554407,negative,0.8946175575256348
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:04:00-05:00,"the data we see today, what will be the value of some variable, such as gross domestic product (GDP), some period into the future? If the only metric of success is the accuracy of the forecast, then one should use a purely statistical model that looks for the variables that have the best predictive power. In this world, no one asks why those variables have predictive powerathey just do.But that is not the only thing that a forecaster's clients wantathey also want an explanation for why you are making this forecast. Using a recent example, in May 2021 inflation readings were over 4 percent. If your statistical model predicted that inflation would fall to 2 percent by the end of 2021, you would be asked why you are making that prediction. To answer",0.043018073,0.18707581,0.76990616,neutral,-0.14405774,neutral,0.9162386059761047
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:05:00-05:00,"this question, you need an economic model. But by resorting to an economic model, which is an abstract representation of the true economy, you are potentially making a tradeoff between the statistical accuracy of the forecast and the logic of an abstract economic model to explain that forecast.On top of that, you must resort to a stochastic economic model, where future states of the world occur with probabilities of less than one. So not only do you need to specify future states of the world from an economic model, you also need to specify the probability for each possible state of the world. Unfortunately, God does not hand us the probability distribution for future states of the world, so we must come up with that on our own. We do that by looking",0.03186754,0.16685718,0.8012753,neutral,-0.13498965,neutral,0.7574533224105835
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:06:00-05:00,"at history and trying to tease out empirical estimates of those probabilities, hoping that history is a good guide to what will happen in the future. But one thing that history makes clear is that past behavior is not always a good predictor of future behavior. Thus, to forecast well, one needs a good economic model, knowledge about future states of the world, and an accurate probability distribution over those future conditions. Even if we believe we have all of these elements in our forecasting toolbox, we still face the daunting task of forecasting turning points and judging the effect of unusual shocks.As a result, economic forecasting is a pretty hopeless endeavor. So why do we do it? Because of how much is riding on the outcome. All economic activityaevery one of the",0.052396778,0.09842379,0.84917945,neutral,-0.04602701,neutral,0.8878234624862671
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:07:00-05:00,"billions of economic decisions that will be made today, and every dayais guided by a view of the future. It is based on assumptions about economic conditions down the line. If the view is that conditions will be prosperous, consumers will be more likely to buy that new, bigger TV, and business owners will be more likely to expand and hire. But if their views are that conditions will get worse, they will be more likely to save than spend. Without a set of beliefs about the future, no one would be able to decide to spend or invest. The cumulative effect of all those decisions determines whether the economy grows or contracts, whether a business thrives or fails, and whether families can pay their bills.So, fully aware of the dismal prospects of",0.039467786,0.09141976,0.86911243,neutral,-0.05195197,neutral,0.8796851634979248
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:08:00-05:00,"getting a forecast right, we soldier on, in pursuit of the scintilla of understanding it may provide about a future that everyone is interested in. It is often said that, based on our performance, economic forecasters need to approach this work with humility, but I think it is exactly the opposite. It takes bravado and some chutzpah to stand up and express confidence in an economic forecast that will almost certainly be wrong. But we do it and take the hits when we are wrong, because so much depends on that view of where the economy is headed. Now, let us look at the forecasting community's performance over the past couple of years.Two Years of COVID-19 It has been almost exactly two years since reports began to circulate of a novel virus in",0.0707021,0.040528696,0.8887692,neutral,0.030173402,neutral,0.7809222340583801
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:09:00-05:00,"Wuhan, China. In March 2020, health experts in the United States and elsewhere were recommending social distancing, avoiding crowded public places, and maintaining at least six feet of distance from other people. At that time, many economies, and eventually much of the United States, instituted lockdowns that kept school kids and nonessential employees at home. The effect was a sudden and severe drop in economic activity and significant stress in the financial system, including a significant disruption in Treasury markets.Unlike other severe economic shocks in the past century, such as the Global Financial Crisis (GFC), the COVID crisis was a health emergency. The response was a planned shutdown of key sectors of the U.S. economyasomething that had never been done before. Obviously, the pandemic has been a great hardship for many people, and",0.010120113,0.94411594,0.045763906,negative,-0.93399584,negative,0.9505329132080078
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:10:00-05:00,"it was very challenging for anyone trying to forecast the effect of the virus on the economy. While we all knew that a recession was in the cards, forecasters lacked the historical analog to give us an idea of the severity of the recession. To say there was massive uncertainty in predicting the effect of the virus is an understatement.While shutdowns and lockdowns were more severe in March and April 2020 in some parts of the country than in others, most of the country was affected, and the drop in employment and spending was larger and faster than the United States had ever experienced. Twenty-two million jobs were lost in March and April. The unemployment rate more than quadrupled from a 50-year low of 3.5 percent in February to 14.8 percent in April.",0.00891461,0.9691338,0.021951534,negative,-0.9602192,negative,0.9651942849159241
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:11:00-05:00,"Real GDP fell at an annualized rate of 31 percent in the second quarter of 2020, which was three times faster than ever recorded.2Before the start of the pandemic, the top and bottom 10 respondents of the Blue Chip survey (meaning those with the highest and lowest forecasts) had an average forecast for 2020 GDP growth of 1.5 percent and 2.2 percent, respectively, which is a very tight range. Once the pandemic started, this range exploded, with GDP growth forecasts ranging from negative 1.1 to negative 7.4 percent. Pre-pandemic forecasts for the 2020:Q4 unemployment rate ranged from 3.2 to 4 percent. In April 2020, the forecast for the Q4 unemployment rate ranged from 5.4 to 13.7 percent. It is clear from these disparate forecasts that there was tremendous uncertainty regarding the future states",0.021455145,0.9036958,0.074848995,negative,-0.88224065,negative,0.950289785861969
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:12:00-05:00,"of the world and the probabilities associated with those states of the world occurring, which impaired the effort to model that future.Just as we lacked the background and experience to forecast the negative effects of the pandemic, we also lacked the experience to understand the extraordinary rebound that followed. GDP grew at a 33 percent annualized rate in the third quarter.i Half of the jobs lost were regained in four months, and in seven months the unemployment rate had fallen to 6.7 percent. By comparison, after the GFC, it took more than two years to regain half of the jobs lost and more than four years to return unemployment to 6.7 percent.So, given this unprecedented shock and the response of the economy to that shock, what are some lessons I learned from the",0.022226691,0.9222787,0.055494618,negative,-0.900052,negative,0.9676016569137573
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:13:00-05:00,"pandemic for understanding the behavior of an economy, and how do those lessons affect my forecasts going forward?Lesson 1: When the Shock Is Unique, Adapt Fast I think a principal lesson from this experience is that forecasters have to consider the nature and the novelty of an economic shock and quickly adapt our models to new situations. Some adaptations will work well and others will not, but you must adapt and, through trial and error, sort out how to modify one's model to account for novel shocks.At the onset of the pandemic, there was a lot of learning about the nature of the shock and how to adapt economic models. Economists had to quickly incorporate epidemiology models of disease transmission into their economic models to try to understand how the spread of the",0.098299034,0.053761814,0.8479392,neutral,0.04453722,neutral,0.8711382150650024
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:14:00-05:00,"virus would affect the overall economy.3 As a simple example, how should we capture the economic effects of social distancing in models in which the concept of distance doesn't exist?I cannot say how much forecasters relied upon their existing models or historical data to adjust their outlooks as 2020 progressed, but it was not enough to avoid large and persistent forecasting errors. For example,figure 1 shows the evolution of the Blue Chip summation of private forecasters' outlook for the average level of the unemployment rate in the fourth quarter of 2020. In March, like everyone else, these forecasters had no sense of what was coming; the consensus was for an unemployment rate of 3.7 percent near the end of the year. By April, there was a clear sense that the shock was bad.",0.021369103,0.7872422,0.19138868,negative,-0.7658731,neutral,0.7447945475578308
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:15:00-05:00,"Forecasters adjusted their expectation for the unemployment rate to average near 9 percent in the fourth quarter of 2020. In May, with numbers in hand showing unemployment averaging around 14 percent for March and April, the consensus Blue Chip forecast then suggested a slowly declining unemployment rate that would average a bit over 10 percent in Q4. A slow decline in unemployment is what we experienced after the GFC, so it made sense to project a similar slow decline after the virus hit. But this time really was different.In fact, the unemployment rate dropped to 6.7 percent in November, and that is where it ended the year. Even after the dramatic economic rebound in May and June, the change in the consensus view for the unemployment rate later that year was extremely gradual.",0.025459087,0.9040206,0.07052029,negative,-0.8785615,negative,0.9275359511375427
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:16:00-05:00,"Something seemed to prevent forecastersame includedafrom seeing the rapid improvement that was happening before our eyes.Same thing for the inflation forecast this year. As figure 2 shows, in January and February, the Blue Chip consensus was for consumer price inflation for Q4 to average about 2 percent. This forecast slowly ticked up to 2.4 percent through September. It was only in November that the consensus forecast moved above 4 percent and then jumped to 6.8 percent in the December survey. Just last Friday, November CPI inflation was reported at 6.8 percent for the 12 months ending November, the largest 12-month increase since mid-1982.I don't mean to single out private forecasters; my colleagues and I on the FOMC did no better forecasting during the pandemic. In June 2020, when the rebound in activity was",0.3255717,0.22573447,0.44869384,neutral,0.099837214,neutral,0.5284570455551147
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:17:00-05:00,"under way, our median projection was for a drop in GDP that was more than twice as large as it turned out to be. Instead of an unemployment rate of 6.7 percent at year-end 2020, we predicted 9.3 percent. And even at the end of last year, nearly a year into the pandemic shock, we continued to have large forecast errors. We predicted that inflation based on personal consumption expenditures would be 1.8 percent this year, instead of the 5 percent it hit in October. Data suggest it will remain elevated through year-end.Today at the Federal Reserve, we have learned from the COVID experience, and over the past two years we have improved our models and data collections in many ways.One enhancement has been to supplement our models with additional high-frequency and microdata,",0.61454964,0.19251242,0.19293799,positive,0.4220372,negative,0.9598343968391418
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:18:00-05:00,"such as data on school closures, airline passenger traffic, and mass transit ridership, to help us understand movements in various aspects of the economy. We gave more weight to weekly data on credit card purchases to supplement monthly retail sales reports. Both weekly paid employment and active employment from ADP have provided insight into the labor market ahead of when monthly employment numbers are released. We have also dug into very disaggregated data on prices to see where the upward and downward pressures are concentrated to help guide our thinking of how each of the sectors might adjust in the future. Another improvement in our approach to modelling is to incorporate epidemiological models to assist in thinking about the transmission of COVID over time and how vaccines have helped slow that spread and",0.20908427,0.018857941,0.77205783,neutral,0.19022633,neutral,0.8249546885490417
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:19:00-05:00,"stabilize the economy.The lesson from this experience is that economists need to continually adapt their models to the economic situation they are faced with, and when they are faced with a severe shock, they should ask themselves if they need to adapt their standard models and find other methods for forecasting the economy.Lesson 2: Novel Shocks Can Produce Financial Stress in Unexpected Areas Another lesson we learned was that unprecedented shocks, such as a pandemic, can generate unexpected and unfamiliar stress in the financial system. When the lockdowns and business closures started, it was reasonable to wonder whether banks would come under pressure, as they did during the Global Financial Crisis. As it turned out, banks were in pretty good shape and weathered the spring of 2020 pretty well, after a decade of",0.1489076,0.18809608,0.66299635,neutral,-0.039188474,neutral,0.7941408157348633
2021-12-17,Governor Christopher J. Waller,2021-12-17 10:20:00-05:00,"effort by them and by government to strengthen regulation and supervision.4 On the other hand, probably the last thing that we expected to see was severe stress in the Treasury market, the most liquid and stable financial market in the world. But as it became clear that earnings and all sorts of payments could be disrupted to households, businesses, and state and local governments, there was a huge dash for cash and other liquid assets.5 Instead of flocking to Treasuries, people were trying to sell them into a rapidly deteriorating market. So we learned that even a Treasury security can become illiquid for certain types of shocks.Lesson 3: The Fed Has Powerful Tools, Even When the Shock Is Unprecedented We also learned that the Fed has potent tools to deal with even such",0.15754227,0.20519142,0.63726634,neutral,-0.047649145,negative,0.9132019281387329
